fk_cuso,fk_dren,consor_nome,AGGREGATO,consor_area,inter_perma_area
"6","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,0.413
"6","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,0.455
"2","3",C.I.  SS. VALUNGA,"30",91.36,26.220
"6","2",C.I. AIATTA,"30",479.90,0.526
"3","4",C.I. LAIONE ACQUE,"30",245.50,10.495
"6","3",CONSORZIO IRRIGUO PIANMEZZANO  - MEZZANO  - CALCINERE E CANTONATA,"26",83.87,2.071
"6","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,99.331
"6","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,109.968
"3","4",CONSORZIO IRRIGUO ROSSANO,"14",307.88,0.080
"3","4",COMUNIONE DI UTENTI BEALERA CHIALVETTA,"14",33.62,25.723
"3","4",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,299.886
"3","4",CONSORZIO IRRIGUO RIO TORTO,"14",153.56,4.430
"3","4",CONSORZIO IRRIGUO BOCCIARDA,"14",40.60,35.877
"1","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,3.558
"1","3",CONSORZIO IRRIGUO PIANMEZZANO  - MEZZANO  - CALCINERE E CANTONATA,"26",83.87,17.445
"2","3",CONSORZIO D'IRRIGAZIONE DI CASALGRASSO,"16",254.62,1.614
"2","3",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,50.523
"2","3",CONSORZIO IRRIGUO SAN GIACOMO,"16",82.92,2.752
"2","4",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,230.010
"2","3",CONSORZIO ESTRAZIONE IDRICA BICOCCA,"18",249.11,248.992
"2","3",CONSORZIO IRRIGUO SAN BERNARDO,"18",120.92,0.419
"2","3",CONSORZIO ESTRAZIONE IDRICA SAN BARNABA,"18",257.28,94.131
"2","3",CONSORZIO IRRIGUO PRESA IDRICA DI SAN VITALE,"18",292.99,207.781
"2","3",CONSORZIO IRRIGUO PRSA IDRICA DI SANTA CRISTINA,"18",182.85,91.862
"2","3",CONSORZIO IRRIGUO CONTE PAOLO FALETTI,"18",88.11,0.156
"2","3",CONSORZIO IRRIGUO CANALE LORETO,"18",1725.79,682.588
"2","3",CONSORZIO IRRIGUO CANALE RONCAGLIA,"18",354.97,0.156
"2","3",CONSORZIO IRRIGUO CANALE VARAGLIA,"18",845.59,1.492
"3","3",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,0.045
"4","2",CONSORZIO IRRIGUO SANTO STEFANO,"19",18.19,0.301
"4","2",CONSORZIO IRRIGUO CANALE CEAGLIA,"19",818.30,46.610
"6","3",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,21.734
"6","3",COMPARTECIPANZA PER L'AMMINISTRAZIONE DEL CANALE DI MAGLIANO,"26",2555.20,6.413
"2","3",CONSORZIO IRRIGUO POZZO PIGNOLO,"18",101.37,19.300
"2","3",CONSORZIO IRRIGUO POZZO S. BERNARDO,"18",128.86,74.939
"2","3",CONSORZIO ESTRAZIONE IDRICA POZZO ATTISANO,"18",76.61,12.781
"2","3",CONSORZIO IRRIGUO CANALE ATTISSANO,"18",791.18,122.716
"2","3",CONSORZIO IRRIGUO CANALE PRATIVAI,"18",77.85,24.137
"2","3",CONSORZIO IRRIGUO POZZO S.GIORGIO,"18",153.83,17.934
"2","3",CONSORZIO IRRIGUO POZZO PIGNOLO,"18",101.37,10.528
"2","3",CONSORZIO IRRIGUO POZZO FALLETTA E CANALE FALLETTA,"18",58.25,14.876
"2","3",CONSORZIO IRRIGUO VIA STAZIONE,"18",37.90,10.544
"2","3",CONSORZIO IRRIGUO CANALE ATTISSANO,"18",791.18,10.531
"2","3",CONSORZIO IRRIGUO POZZO S.ANNA E CANALE S.GIORGIO,"18",78.35,36.598
"2","3",CONSORZIO IRRIGUO POZZO MADONNA ALTENI,"18",97.68,23.416
"2","3",CONSORZIO IRRIGUO POZZO LEONA,"18",168.07,4.296
"4","1",CONSORZIO IRRIGUO VIA MEZZANA,"20",76.53,9.533
"4","1",CONSORZIO IRRIGUO PILONE TEALDI,"21",88.61,6.971
"4","1",CONSORZIO PIOVANI IRRIGAZIONE AGGREGATA,"20",1571.61,56.004
"4","1",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,46.722
"4","1",CONSORZIO IRRIGUO POZZO SAN MARTINO,"20",102.09,1.102
"3","4",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,12.511
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,5.483
"3","5",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,110.239
"6","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,9.084
"5","1",CONSORZIO IRRIGUO POZZO SANTO STEFANO,"21",135.66,69.017
"5","1",CONSORZIO DELLA BEALERA LEONA,"21",1568.90,97.194
"1","3",CONSORZIO IRRIGUO LA PIOZZA,"26",859.37,12.562
"3","1",CONSORZIO IRRIGUO CANALE LAVATORE,"24",57.77,29.889
"3","1",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,1.627
"2","2",CONSORZIO IRRIGUO VALGRANA,"22",111.65,91.779
"3","5",CONSORZIO IRRIGUO NUCLEO TETTI SPERTINI,"16",155.85,26.185
"6","2",C.I. MONTALDO ROERO VERDE,"30",186.38,0.334
"4","4",C.I. MONTALDO ROERO VERDE,"30",186.38,0.712
"3","3",CONSORZIO IRRIGUO DI SAN GRATO,"14",371.12,26.534
"7","1",CONSORZIO IRRIGUO DI BIBIANA,"12",747.18,0.098
"4","2",CONSORZIO IRRIGUO DI BIBIANA,"12",747.18,5.996
"4","2",CONSORZIO IRRIGUO DI BIBIANA,"12",747.18,11.538
"3","4",C.I. LAIONE ACQUE,"30",245.50,33.530
"2","3",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,13.534
"2","3",CONSORZIO IRRIGUO MACRA MORTA-PEROSA JUSINA,"16",295.76,256.321
"2","3",CONSORZIO IRRIGUO S. MARCELLINO,"16",103.99,96.578
"2","3",CONSORZIO IRRIGUO CANALE DEL MULINO,"16",314.78,141.688
"2","3",CONSORZIO D'IRRIGAZIONE DI CASALGRASSO,"16",254.62,43.633
"2","3",UTENTI SINGOLI RACCONIGI CARMAGNOLA,"16",30.35,4.002
"2","3",CONSORZIO IRRIGUO SAN GIACOMO,"16",82.92,17.360
"2","3",CONSORZIO IRRIGUO POZZO S.GIORGIO,"18",153.83,0.185
"2","3",CONSORZIO IRRIGUO POZZI BRAIDA LUNGA E PRATA S.SALVATORE,"18",193.67,37.554
"3","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,71.325
"3","4",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,10.525
"3","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,14.650
"3","4",CONSORZIO IRRIGUO FONTANILE PREPOSITURA,"20",823.63,110.100
"3","4",CONSORZIO IRRIGUO MELLEA SAMBOIRA,"20",683.95,0.075
"3","4",CONSORZIO IRRIGUO POZZO SAN MARTINO,"20",102.09,20.152
"2","3",C.I. PONTEROTTO,"30",135.04,5.623
"2","3",C.I. BALDISSERESE,"30",341.17,0.621
"4","4",C.I. PONTEROTTO,"30",135.04,8.509
"3","4",CONSORZIO IRRIGUO DI BIBIANA,"12",747.18,3.468
"2","3",C.I. DEL ROERO,"0",129.83,4.154
"6","2",C.I. DEL ROERO,"0",129.83,0.896
"6","2",C.I. MONTALDO ROERO VERDE,"30",186.38,0.246
"6","2",C.I. PONTEROTTO,"30",135.04,3.377
"5","1",DESTRA STURA BEALERA MAESTRA,"24",122.15,18.518
"5","1",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,5.993
"5","1",CONSORZIO IRRIGUO ROVERE BOSCHETTI,"23",184.55,22.556
"5","1",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,27.078
"5","1",CONSORZIO IRRIGUO DERIVAZIONE PERTUSATA A CHERASCO,"23",762.04,51.856
"5","1",CONSORZIO IRRIGUO CANALE LAVATORE,"24",57.77,1.269
"5","1",CONSORZIO IRRIGUO CANALE SEIV,"29",578.59,0.006
"5","1",CONSORZIO IRRIGUO DEL COMUNE DI SANTA VITTORIA D'ALBA,"29",83.44,11.501
"5","1",CONSORZIO IRRIGUO CANALE PERTUSATA DI BRA,"23",581.37,0.750
"5","1","ASSOCIAZIONE IRRIGUA GAMBA DI BOSCO, TOPPINO E VIVARO","0",114.73,1.111
"5","1",CONSORZIO IRRIGUO TAVOLERA SAVELLA,"24",1920.62,10.066
"5","1",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,0.007
"6","2",CONSORZIO IRRIGUO DI BIBIANA,"12",747.18,0.048
"4","2",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,0.578
"1","3",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,317.947
"1","3",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,459.710
"2","2",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,19.944
"2","2",CONSORZIO IRRIGUO CHIAMOGNA DEL BOSCO,"12",799.86,13.419
"5","1",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,8.354
"2","3",CONSORZIO IRRIGUO MACRA MORTA-PEROSA JUSINA,"16",295.76,0.000
"2","3",CONSORZIO IRRIGUO CANALE DEL MULINO,"16",314.78,0.166
"2","3",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,32.398
"2","3",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,11.573
"2","3",CONSORZIO IRRIGUO CHIAPPETTI,"14",135.47,4.864
"2","3",CONSORZIO IRRIGUO BEALERA LA PICOTTA,"14",25.22,0.201
"2","3",CONSORZIO IRRIGUO MADONNA DELLA NEVE,"14",115.20,101.889
"2","3",CONSORZIO IRRIGUO ROSSANO,"14",307.88,9.024
"2","3",CONSORZIO IRRIGUO GALLEANE,"14",263.87,167.603
"2","3",CONSORZIO IRRIGUO GEROLAMO,"14",69.65,48.573
"2","3",CONSORZIO IRRIGUO GORRETTE,"14",141.58,137.705
"2","3",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,64.549
"2","3",CONSORZIO IRRIGIUO SANT'ANNA,"12",154.47,0.001
"2","3",CONSORZIO IRRIGUO SAN GREGORIO CURSAGLIE,"12",105.33,2.532
"2","3",CONSORZIO IRRIGUO DI SAN GRATO,"14",371.12,59.330
"2","3",CONSORZIO IRRIGUO GASPARINO O CAPPELLA NUOVA,"14",102.40,0.286
"2","3",CONSORZIO IRRIGUO BEDALE DI CAVOUR,"12",2042.24,51.141
"2","3",CONSORZIO IRRIGUO RIO TORTO,"14",153.56,46.575
"3","4",CONSORZIO IRRIGUO BEALERA S.BERNARDO,"14",52.15,41.216
"3","4",CONSORZIO IRRIGUO INFERNOTTO SAN MAURIZIO E VILLAR,"14",55.51,20.970
"3","4",CONSORZIO IRRIGUO BEALERA LA PICOTTA,"14",25.22,16.515
"3","4",CONSORZIO IRRIGUO ROSSANO,"14",307.88,282.873
"3","4",CONSORZIO IRRIGUO BEALERA LISSARDA,"14",526.13,109.828
"6","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,2.312
"3","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,4.859
"3","2",CONSORZIO IRRIGUO FONTANILE CAMPOLUNGO,"18",33.02,0.520
"3","2",CONSORZIO IRRIGUO COLLINA COSTIGLIOLESE,"15",253.97,1.979
"3","2",CONSORZIO IRRIGUO POZZO SAN EUGENIO,"18",274.37,34.086
"3","2",CONSORZIO IRRIGUO COSTIGLIOLE DI SALUZZO,"15",792.65,349.432
"2","4",CONSORZIO IRRIGUO POZZO S.ANNA E CANALE S.GIORGIO,"18",78.35,4.024
"2","4",CONSORZIO IRRIGUO POZZO MADONNA ALTENI,"18",97.68,5.124
"2","4",CONSORZIO IRRIGUO POZZO SAN EUGENIO,"18",274.37,144.277
"2","4",CONSORZIO IRRIGUO POZZO VIA TERMINI,"18",351.15,95.283
"2","4",CONSORZIO IRRIGUO POZZO SAN MICHELE,"18",145.44,96.605
"2","4",CONSORZIO IRRIGUO POZZO MONSOLA,"18",91.24,48.633
"2","4",CONSORZIO IRRIGUO FONTANILE CAMPOLUNGO,"18",33.02,32.489
"2","4",CONSORZIO IRRIGUO CAMPASSOTTO,"18",65.99,41.734
"2","4",CONSORZIO IRRIGUO COLLINA COSTIGLIOLESE,"15",253.97,8.321
"2","4",CONSORZIO IRRIGUO POZZO LEONA,"18",168.07,11.641
"2","4",CONSORZIO IRRIGUO POZZO SAN EUGENIO,"18",274.37,47.933
"2","4",CONSORZIO IRRIGUO POZZO VIA TERMINI,"18",351.15,106.861
"2","4",CONSORZIO IRRIGUO POZZO MONSOLA,"18",91.24,0.063
"2","4",CONSORZIO IRRIGUO COSTIGLIOLE DI SALUZZO,"15",792.65,101.407
"1","3",CONSORZIO IRRIGUO CANALE PRATIVAI,"18",77.85,11.495
"1","3",CONSORZIO IRRIGUO POZZO S.GIORGIO,"18",153.83,133.444
"1","3",CONSORZIO IRRIGUO POZZO FALLETTA E CANALE FALLETTA,"18",58.25,8.740
"1","3",CONSORZIO IRRIGUO VIA STAZIONE,"18",37.90,17.310
"1","3",CONSORZIO IRRIGUO CAMPASSOTTO,"18",65.99,24.229
"1","3",CONSORZIO IRRIGUO CANALE ATTISSANO,"18",791.18,1.944
"1","3",CONSORZIO IRRIGUO POZZI BRAIDA LUNGA E PRATA S.SALVATORE,"18",193.67,31.771
"1","3",CONSORZIO IRRIGUO POZZO S.ANNA E CANALE S.GIORGIO,"18",78.35,37.491
"1","3",CONSORZIO IRRIGUO POZZO MADONNA ALTENI,"18",97.68,69.099
"1","3",CONSORZIO IRRIGUO POZZO LEONA,"18",168.07,147.683
"1","3",CONSORZIO IRRIGUO POZZO VIA TERMINI,"18",351.15,148.845
"1","3",CONSORZIO IRRIGUO POZZO SAN MICHELE,"18",145.44,43.930
"1","3",CONSORZIO IRRIGUO POZZO MONSOLA,"18",91.24,38.633
"1","3",CONSORZIO IRRIGUO COSTIGLIOLE DI SALUZZO,"15",792.65,24.924
"2","4",C.I. MAGHINI,"30",194.86,15.000
"3","4",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,0.002
"3","1",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,8.842
"6","2",CONSORZIO IRRIGUO MARTINIANESE,"14",231.45,0.595
"4","2",CONSORZIO IRRIGUO MARTINIANESE,"14",231.45,128.428
"2","2",CONSORZIO IRRIGUO MARTINIANESE,"14",231.45,43.843
"2","2",TETTI PERTUSIO,"0",244.64,0.007
"4","2",CONSORZIO IRRIGUO DI VALLE,"14",87.78,4.787
"4","2",CONSORZIO IRRIGUO DEL MULINO,"14",142.60,0.333
"3","5",CONSORZIO IRRIGUO VALLE BRONDA,"15",266.28,4.895
"3","5",TETTI PERTUSIO,"0",244.64,16.342
"2","4",CONSORZIO IRRIGUO MALONE,"17",85.86,38.002
"2","4",CONSORZIO IRRIGUO TAGLIAROTTA,"17",139.81,20.262
"2","4",CONSORZIO IRRIGUO CELEBRINI,"20",474.20,30.099
"2","4",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,27.387
"2","4",CONSORZIO IRRIGUO MADONNA DELLA GUARDIA,"23",114.07,1.808
"2","4",CONSORZIO IRRIGUO RIVO MEIRANO,"23",614.50,68.013
"4","2",CONSORZIO IRRIGUO VALLE BRONDA,"15",266.28,9.440
"2","4",CONSORZIO IRRIGUO VALLE BRONDA,"15",266.28,28.557
"3","3",CONSORZIO IRRIGUO CANALE LAVATORE,"24",57.77,7.798
"3","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,520.431
"1","3",COMUNE DI BENE VAGIENNA GESTIONE SPECIALE BEALERE INTERNE,"24",2240.70,50.779
"1","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,798.110
"3","4",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,28.284
"2","2",REVELLO,"14",4124.83,8.997
"2","2",CONSORZIO IRRIGUO DELLA PIATTERA,"15",378.24,20.813
"2","4",REVELLO,"14",4124.83,25.347
"2","3",C.I. AIATTA,"30",479.90,3.780
"6","2",C.I. DEL ROERO,"0",129.83,17.387
"6","4",C.I. DEL ROERO,"0",129.83,3.028
"6","4",C.I. PONTEROTTO,"30",135.04,4.224
"6","4",CONSORZIO IRRIGUO IL PEPERONE,"30",228.25,7.652
"6","2",CONSORZIO IRRIGUO BOCCIARDA,"14",40.60,0.830
"3","4",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,0.041
"3","1",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,77.032
"3","1",CONSORZIO IRRIGUO DERIVAZIONE PERTUSATA A CHERASCO,"23",762.04,478.867
"3","1",CONSORZIO IRRIGUO CANALE PERTUSATA DI BRA,"23",581.37,14.622
"4","2",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,9.136
"2","4",CONSORZIO IRRIGUO LA FRASCHEA,"14",322.51,0.004
"2","4",REVELLO,"14",4124.83,34.619
"1","3",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,181.613
"1","3",CONSORZIO IRRIGUO BEALERA DI CAMPAGNOLE,"15",493.15,5.790
"1","3",CONSORZIO IRRIGUO DEL PILONE,"15",1246.78,101.455
"2","4",CONSORZIO IRRIGUO MOIASSOLE,"14",137.50,46.800
"2","4",CONSORZIO IRRIGUO SANTA MARIA OCCA,"14",160.00,0.143
"2","3",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,30.307
"2","3",CONSORZIO IRRIGUO BEALERA DI CAMPAGNOLE,"15",493.15,243.504
"2","3",CONSORZIO IRRIGUO BEALERA DI CERVIGNASCO,"15",408.29,189.747
"2","3",CONSORZIO IRRIGUO RUATA RE-PESCHIERE,"15",461.01,10.709
"1","3",CONSORZIO IRRIGUO CANALE RADICATI,"15",219.32,6.475
"1","3",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,241.216
"1","3",CONSORZIO IRRIGUO BEALERA DI CAMPAGNOLE,"15",493.15,3.663
"1","3",CONSORZIO DEI DISTRETTI IRRIGUI A PONENTE DI SALUZZO,"15",561.04,96.496
"1","3",CONSORZIO IRRIGUO DEL PILONE,"15",1246.78,29.876
"2","2",CONSORZIO IRRIGUO SAN SEBASTIANO,"14",121.11,0.239
"2","2",CONSORZIO IRRIGUO MOIASSOLE,"14",137.50,10.996
"4","5",CONSORZIO IRRIGUO LA FRASCHEA,"14",322.51,89.742
"4","5",CONSORZIO IRRIGUO SAN SEBASTIANO,"14",121.11,0.010
"4","5",REVELLO,"14",4124.83,141.133
"2","4",CONSORZIO IRRIGUO SAN SEBASTIANO,"14",121.11,21.547
"2","4",CONSORZIO IRRIGUO SANTA MARIA OCCA,"14",160.00,41.842
"2","4",CONSORZIO IRRIGUO LA FRASCHEA,"14",322.51,24.548
"2","4",CONSORZIO IRRIGUO SAN SEBASTIANO,"14",121.11,50.824
"2","4",CONSORZIO IRRIGUO MOIASSOLE,"14",137.50,25.903
"2","4",CONSORZIO IRRIGUO SANTA MARIA OCCA,"14",160.00,0.759
"2","4",REVELLO,"14",4124.83,16.814
"2","4",CONSORZIO IRRIGUO LA FRASCHEA,"14",322.51,160.221
"2","4",CONSORZIO IRRIGUO SAN SEBASTIANO,"14",121.11,42.149
"2","4",CONSORZIO IRRIGUO POZZO PROPANOT,"14",253.84,31.953
"2","4",CONSORZIO IRRIGUO SANTA MARIA OCCA,"14",160.00,14.425
"2","4",REVELLO,"14",4124.83,486.874
"2","2",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,33.209
"2","4",CONSORZIO IRRIGUO MONTE BRACCO,"14",467.85,0.016
"2","4",CONSORZIO IRRIGUO SAN SEBASTIANO,"14",121.11,6.292
"2","4",CONSORZIO IRRIGUO MOIASSOLE,"14",137.50,52.624
"2","4",COMUNIONE DI UTENTI SANT'ANTONIO DI TORRIANA - BARGE,"14",163.07,3.423
"2","4",CONSORZIO IRRIGUO DELLA MADONNA,"14",192.53,47.256
"2","4",CONSORZIO IRRIGUO SANTA MARIA OCCA,"14",160.00,71.370
"2","4",REVELLO,"14",4124.83,5.088
"2","2",REVELLO,"14",4124.83,2.657
"1","3",COUTENZA CANALI RACCONIGI-CARMAGNOLA,"16",1400.63,288.536
"1","3",C.I. BEALERA E POZZI IRRIGUI DEI MOLINI DI CAVALLERMAGGIORE,"17",611.06,118.331
"2","4",CONSORZIO IRRIGUO POZZI GRANGIA,"23",163.25,7.398
"2","4","CONSORZIO IRRIGUO ""TORNE""","23",55.25,45.591
"2","4",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,463.290
"2","4",CONSORZIO IRRIGUO NAVIGLIO PERTUSATA DI CERVERE,"23",1001.52,164.616
"2","4",CONSORZIO IRRIGUO E MIGLIORAMENTO FONDIARIO CANALE NAVIGLIO DI BRA,"23",1569.47,243.704
"2","4",CONSORZIO IRRIGUO NAVIGLIO DI CHERASCO,"23",952.70,308.021
"2","2",CONSORZIO IRRIGUO MORRA SAN MARTINO,"14",121.73,3.222
"2","2",CONSORZIO IRRIGUO POZZO CAMPAGNOLE,"14",81.56,12.735
"2","2",CONSORZIO IRRIGUO TETTO ALTO,"14",83.36,16.607
"2","2",REVELLO,"14",4124.83,575.798
"6","3",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,0.221
"2","4",CONSORZIO IRRIGUO DI MIGLIORAMENTO FONDIARIO RIO GRIONE,"23",631.02,9.764
"2","4",CONSORZIO IRRIGUO DEL PILONE,"15",1246.78,83.257
"6","2",C.I. AIATTA,"30",479.90,0.347
"4","5",ASSOCIAZIONE CONSORZIO IRRIGUO VIA DI ROMANI E ROCCABIGLIERA,"15",780.70,2.090
"4","5",CONSORZIO IRRIGUO DEL PILONE,"15",1246.78,94.590
"2","4",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,43.154
"2","2",CONSORZIO IRRIGUO DELLA PIATTERA,"15",378.24,32.611
"2","2",CONSORZIO IRRIGUO VARAITA PASCO,"15",897.08,30.356
"2","2",CONSORZIO IRRIGUO SAN GIORGIO,"15",1110.83,60.544
"6","2",C.I. DEL ROERO,"0",129.83,2.663
"6","2",C.I. DEL ROERO,"0",129.83,1.140
"2","4",CONSORZIO IRRIGUO IL PEPERONE,"30",228.25,18.151
"1","3",CONSORZIO IRRIGUO PIANMEZZANO  - MEZZANO  - CALCINERE E CANTONATA,"26",83.87,22.950
"1","3",CONSORZIO IRRIGUO PRELLA,"26",42.74,4.313
"1","3",CONSORZIO IRRIGUO PRELLA,"26",42.74,25.672
"5","1",CONSORZIO IRRIGUO CARASSONA,"26",541.21,4.377
"2","4",C.I. LAIONE ACQUE,"30",245.50,0.000
"3","5",CANALE MOLINO DI LAVAGNA,"27",38.84,16.440
"3","5",CONSORZIO IRRIGUO BEALERA DEL VILLERO,"27",95.76,11.904
"3","5",CONSORZIO IRRIGUO CARASSONA,"26",541.21,58.023
"3","5",CONSORZIO IRRIGUO CANALE PISTOIRA,"27",708.19,2.818
"3","3",CONSORZIO IRRIGUO CANALE SARMASSA,"24",3478.20,11.069
"1","3",CONSORZIO IRRIGUO CEVA LESEGNO,"28",875.14,19.399
"5","1",CONSORZIO IDRICO DELLA TAGLIATA,"23",82.56,0.282
"5","1",CONSORZIO DI IRRIGAZIONE NUOVO COLLINA E TAGLIATA,"23",470.19,4.891
"4","3",CONSORZIO DI MIGLIORAMENTO FONDIARIO AGRO DI BROCCHETTO,"29",35.04,0.811
"4","5",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,26.139
"4","5",CONSORZIO IRRIGUO FONTANA CELLERI,"22",188.58,0.001
"4","5",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,11.304
"6","2",C.I. MONTALDO ROERO VERDE,"30",186.38,3.868
"6","2",C.I. BALDISSERESE,"30",341.17,0.003
"6","2",C.I.  SS. VALUNGA,"30",91.36,13.476
"2","3",C.I. DEL ROERO,"0",129.83,84.381
"2","3",C.I. MONTALDO ROERO VERDE,"30",186.38,26.781
"2","3",C.I. PONTEROTTO,"30",135.04,52.070
"2","3",C.I. MONTALDO ROERO VERDE,"30",186.38,4.012
"4","2",1° DISTRETTO IRRIGUO ELETTRICO FERNANDO OLIVERO DI VIGNOLO E CREVASCA,"21",608.67,5.896
"4","2",C.I. SANT'ANNA DI BERNEZZO,"22",499.92,215.712
"4","2",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,84.975
"3","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,82.160
"2","4",1° DISTRETTO IRRIGUO ELETTRICO FERNANDO OLIVERO DI VIGNOLO E CREVASCA,"21",608.67,11.128
"2","4",C.I. SANT'ANNA DI BERNEZZO,"22",499.92,7.554
"1","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,134.470
"2","2",CONSORZIO IRRIGUO VALGRANA,"22",111.65,0.616
"2","2",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,70.504
"2","4",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,18.842
"2","4",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,2.908
"2","4",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,25.303
"4","2",CONSORZIO IRRIGUO FONTANA CELLERI,"22",188.58,0.636
"4","2",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,4.099
"3","3",COMUNE DI DRONERO 'CANALE MARCHISA E CANALE TRENTA LITRI',"19",1848.89,96.705
"3","3",CONSORZIO IRRIGUO DESTRA MAIRA PONTE VECCHIO,"19",1130.58,49.180
"3","3",CONSORZIO IRRIGUO FONTANA CELLERI,"22",188.58,119.138
"3","3",C.I. DEL MOLINO DEL CARAGLIO,"22",1618.38,10.777
"6","2",C.I. MONTALDO ROERO VERDE,"30",186.38,6.415
"6","2",C.I. AIATTA,"30",479.90,1.405
"6","2",C.I. AIATTA,"30",479.90,23.001
"6","2",C.I. BALDISSERESE,"30",341.17,16.116
"6","2",C.I. BALDISSERESE,"30",341.17,13.219
"6","2",C.I. MONTALDO ROERO VERDE,"30",186.38,6.421
"6","2",C.I. BALDISSERESE,"30",341.17,39.557
"6","2",C.I. AIATTA,"30",479.90,22.564
"4","4",C.I. DEL ROERO,"0",129.83,3.985
"4","1",EX COMUNE DI BOVES,"25",408.58,43.137
"4","1",EX PARTECIPANZA CANALE NAVIGLIO DI BOVES E SPINETTA,"25",1970.13,3.193
